City_Country,lat,lng,city,country
"Laurel, Mississippi - United States",31.6956,-89.1449,Laurel,United States
"North Druid Hills, Georgia - United States",33.8185,-84.3254,North Druid Hills,United States
"Mettuppālaiyam, Tamil Nādu - India (11.4325, 77.6658)",11.4325,77.6658,Mettuppālaiyam,India
"Stafford, Texas - United States",29.6271,-95.5654,Stafford,United States
"Gunzenhausen, Bavaria - Germany",49.1147,10.7542,Gunzenhausen,Germany
"Marmande, Nouvelle-Aquitaine - France",44.5,0.17,Marmande,France
"Shelbyville, Kentucky - United States",38.2067,-85.2292,Shelbyville,United States
"Oerlinghausen, North Rhine-Westphalia - Germany",51.9667,8.6667,Oerlinghausen,Germany
"Nadugadda, Telangāna - India",16.6241,79.4448,Nadugadda,India
"Bawgalegyi, Kayin State - Burma",18.9144,96.7856,Bawgalegyi,Burma
"Les Clayes-sous-Bois, Île-de-France - France",48.8167,1.9833,Les Clayes-sous-Bois,France
"Hatfield, Doncaster - United Kingdom",53.58,-1.0,Hatfield,United Kingdom
"Amarante, Piauí - Brazil",-6.2408,-42.855,Amarante,Brazil
"Inverness, Nova Scotia - Canada",46.2,-61.1,Inverness,Canada
"Heilbad Heiligenstadt, Thuringia - Germany",51.3789,10.1386,Heilbad Heiligenstadt,Germany
"Kangaba, Koulikoro - Mali",11.9333,-8.4167,Kangaba,Mali
"Ejutla de Crespo, Oaxaca - Mexico",16.5672,-96.7308,Ejutla de Crespo,Mexico
"Jaguaretama, Ceará - Brazil",-5.6167,-38.7667,Jaguaretama,Brazil
"Cipó, Bahia - Brazil",-11.1,-38.5169,Cipó,Brazil
"Pāvumba, Kerala - India",9.0597,76.8889,Pāvumba,India
"Abadiânia, Goiás - Brazil",-16.1,-48.8,Abadiânia,Brazil
"Aurora, Ohio - United States",41.3118,-81.345,Aurora,United States
"Resplendor, Minas Gerais - Brazil",-19.3333,-41.25,Resplendor,Brazil
"Littau, Luzern - Switzerland",47.05,8.2667,Littau,Switzerland
"Souaflia, Mostaganem - Algeria",35.85,0.3333,Souaflia,Algeria
"Minakami, Gunma - Japan",36.6786,138.9991,Minakami,Japan
"Belmopan, Cayo - Belize",17.2514,-88.7669,Belmopan,Belize
"Buford, Georgia - United States",34.1192,-83.9903,Buford,United States
"Bendorf, Rhineland-Palatinate - Germany",50.4297,7.5703,Bendorf,Germany
"Monselice, Veneto - Italy",45.2333,11.75,Monselice,Italy
"Castelfiorentino, Tuscany - Italy",43.6,10.9667,Castelfiorentino,Italy
"Çukurca, Hakkâri - Turkey",37.2469,43.6117,Çukurca,Turkey
"Bakeshiyingcun, Hebei - China",40.7237,117.193,Bakeshiyingcun,China
"Martigny, Valais - Switzerland",46.1,7.0667,Martigny,Switzerland
"Belākoba, West Bengal - India",26.59,88.589,Belākoba,India
"Pisaflores, Hidalgo - Mexico",21.1933,-99.005,Pisaflores,Mexico
"Bareggio, Lombardy - Italy",45.4667,8.9833,Bareggio,Italy
"Clayton, Missouri - United States",38.6444,-90.3303,Clayton,United States
"Bailén, Andalusia - Spain",38.0833,-3.7667,Bailén,Spain
"Terzigno, Campania - Italy",40.8,14.5,Terzigno,Italy
"Avenel, New Jersey - United States",40.5842,-74.2716,Avenel,United States
"Durleşti, Chişinău - Moldova",47.0333,28.95,Durleşti,Moldova
"Carnaubal, Ceará - Brazil",-4.1669,-40.9428,Carnaubal,Brazil
"Itacarambi, Minas Gerais - Brazil",-15.1017,-44.1067,Itacarambi,Brazil
"Kretinga, Kretinga - Lithuania",55.89,21.2422,Kretinga,Lithuania
"Port-à-Piment, Sud - Haiti",18.25,-74.1,Port-à-Piment,Haiti
"Marktredwitz, Bavaria - Germany",50.0,12.0667,Marktredwitz,Germany
"L’Isle-d’Abeau, Auvergne-Rhône-Alpes - France",45.6233,5.2305,L’Isle-d’Abeau,France
"Raiyam, Bihār - India",26.2702,86.2071,Raiyam,India
"Piera, Catalonia - Spain",41.5222,1.7494,Piera,Spain
"Chouafaa, Rabat-Salé-Kénitra - Morocco",34.7667,-6.05,Chouafaa,Morocco
"Shahritus, Khatlon - Tajikistan",37.2667,68.1333,Shahritus,Tajikistan
"Carmo, Rio de Janeiro - Brazil",-21.9339,-42.6089,Carmo,Brazil
"Akassato, Atlantique - Benin",6.5,2.3667,Akassato,Benin
"Lérida, Tolima - Colombia",4.9,-74.9167,Lérida,Colombia
"Banabuiú, Ceará - Brazil",-5.2833,-38.8667,Banabuiú,Brazil
"Anori, Amazonas - Brazil",-3.7728,-61.6442,Anori,Brazil
"Digne-les-Bains, Provence-Alpes-Côte d’Azur - France",44.0933,6.2364,Digne-les-Bains,France
"Danville, Kentucky - United States",37.6418,-84.7777,Danville,United States
"Badantola, West Bengal - India",25.2517,87.842,Badantola,India
"Araruna, Paraíba - Brazil",-6.5578,-35.7419,Araruna,Brazil
"Glen Parva, Leicestershire - United Kingdom",52.5867,-1.1617,Glen Parva,United Kingdom
"Mont-Organisé, Nord-Est - Haiti",19.4,-71.7833,Mont-Organisé,Haiti
"Dormentes, Pernambuco - Brazil",-8.4469,-40.7708,Dormentes,Brazil
"Flowing Wells, Arizona - United States",32.2937,-111.011,Flowing Wells,United States
"Sudipen, La Union - Philippines",16.9,120.47,Sudipen,Philippines
"Bāţūfah, Dahūk - Iraq",37.1744,43.0132,Bāţūfah,Iraq
"Forssa, Kanta-Häme - Finland",60.8167,23.625,Forssa,Finland
"Cherakara, Kerala - India",8.8456,76.7164,Cherakara,India
"Calhoun, Georgia - United States",34.491,-84.9386,Calhoun,United States
"North Decatur, Georgia - United States",33.8074,-84.2889,North Decatur,United States
"Lyepyel, Vitsyebskaya Voblasts’ - Belarus",54.875,28.6944,Lyepyel,Belarus
"Trstenik, Trstenik - Serbia",43.6167,20.9833,Trstenik,Serbia
"Bad Wörishofen, Bavaria - Germany",48.0058,10.5969,Bad Wörishofen,Germany
"Bedford, New York - United States",41.225,-73.6673,Bedford,United States
"Cacimba de Dentro, Paraíba - Brazil",-6.6419,-35.79,Cacimba de Dentro,Brazil
"Jouy-le-Moutier, Île-de-France - France",49.0117,2.0397,Jouy-le-Moutier,France
"Padugupādu, Andhra Pradesh - India",14.4885,79.9923,Padugupādu,India
"Neerpelt, Flanders - Belgium",51.2333,5.4333,Neerpelt,Belgium
"Al Ḩārah, Dar‘ā - Syria",33.05,36.0,Al Ḩārah,Syria
"Nederweert, Limburg - Netherlands",51.2833,5.75,Nederweert,Netherlands
"Alcantara, Romblon - Philippines",12.2584,122.0543,Alcantara,Philippines
"Shek Tong Tsui, Hong Kong - Hong Kong",22.2871,114.1357,Shek Tong Tsui,Hong Kong
"Villa Isabela, Cibao Norte - Dominican Republic",19.82,-71.05,Villa Isabela,Dominican Republic
"Hinsdale, Illinois - United States",41.8007,-87.9273,Hinsdale,United States
"Zandvoort, Noord-Holland - Netherlands",52.3667,4.5333,Zandvoort,Netherlands
"Guoxing, Nantou - Taiwan",24.055,120.87,Guoxing,Taiwan
"Castilleja de la Cuesta, Andalusia - Spain",37.3833,-6.05,Castilleja de la Cuesta,Spain
"Sumé, Paraíba - Brazil",-7.65,-36.9167,Sumé,Brazil
"Conceição do Almeida, Bahia - Brazil",-12.6178,-39.9558,Conceição do Almeida,Brazil
"Iati, Pernambuco - Brazil",-9.05,-36.85,Iati,Brazil
"Traiguén, Araucanía - Chile",-38.25,-72.6833,Traiguén,Chile
"Cluses, Auvergne-Rhône-Alpes - France",46.0611,6.5794,Cluses,France
"Cottingham, Kingston upon Hull, City of - United Kingdom",53.7822,-0.4136,Cottingham,United Kingdom
"Calnali, Hidalgo - Mexico",20.9,-98.5833,Calnali,Mexico
"Bellaire, Texas - United States",29.704,-95.4621,Bellaire,United States
"Pinewood, Florida - United States",25.8697,-80.2174,Pinewood,United States
"Massaranduba, Santa Catarina - Brazil",-26.6108,-49.0078,Massaranduba,Brazil
"Peka, Leribe - Lesotho",-28.9667,27.7667,Peka,Lesotho
"Poção de Pedras, Maranhão - Brazil",-4.75,-44.9333,Poção de Pedras,Brazil
"Tizi Rached, Tizi Ouzou - Algeria",36.6667,4.1833,Tizi Rached,Algeria
"Sìnnai, Sardegna - Italy",39.3,9.2,Sìnnai,Italy
"Konstantinovsk, Rostovskaya Oblast’ - Russia",47.5667,41.0833,Konstantinovsk,Russia
"Itirapina, São Paulo - Brazil",-22.2528,-47.8228,Itirapina,Brazil
"Kayaralam, Kerala - India",12.0,75.4167,Kayaralam,India
"Tanque Novo, Bahia - Brazil",-13.5458,-42.4908,Tanque Novo,Brazil
"Malta, New York - United States",42.9853,-73.7879,Malta,United States
"Swansea, Massachusetts - United States",41.7571,-71.212,Swansea,United States
"Konstancin-Jeziorna, Mazowieckie - Poland",52.0833,21.1167,Konstancin-Jeziorna,Poland
"Cássia, Minas Gerais - Brazil",-20.5828,-46.9219,Cássia,Brazil
"Tejuçuoca, Ceará - Brazil",-4.0167,-39.5167,Tejuçuoca,Brazil
"Tlahuelilpan, Hidalgo - Mexico",20.1297,-99.2286,Tlahuelilpan,Mexico
"Joaquim Gomes, Alagoas - Brazil",-9.1328,-35.7478,Joaquim Gomes,Brazil
"Mayuge, Mayuge - Uganda",0.4578,33.48,Mayuge,Uganda
"Bom Sucesso, Minas Gerais - Brazil",-21.0328,-44.7578,Bom Sucesso,Brazil
"Sake, Nord-Kivu - Congo (Kinshasa)",-1.5741,29.0413,Sake,Congo (Kinshasa)
"Settiyārpatti, Tamil Nādu - India",9.3935,77.4935,Settiyārpatti,India
"Monsenhor Tabosa, Ceará - Brazil",-4.7833,-40.0667,Monsenhor Tabosa,Brazil
"Majītha, Punjab - India",31.7571,74.9589,Majītha,India
"Sawankhalok, Sukhothai - Thailand",17.3099,99.8263,Sawankhalok,Thailand
"Ōi, Kanagawa - Japan",35.3333,139.15,Ōi,Japan
"Grumo Nevano, Campania - Italy",40.9333,14.2667,Grumo Nevano,Italy
"San Felipe, Baja California - Mexico",31.0275,-114.8353,San Felipe,Mexico
"Ayinīkkād, Kerala - India",11.4974,75.72,Ayinīkkād,India
"Tricase, Puglia - Italy",39.9333,18.3667,Tricase,Italy
"Clitheroe, Lancashire - United Kingdom",53.8711,-2.3916,Clitheroe,United Kingdom
"Grenchen, Solothurn - Switzerland",47.1906,7.3964,Grenchen,Switzerland
"Berezhany, Ternopilska Oblast - Ukraine",49.4458,24.9361,Berezhany,Ukraine
"Saguday, Quirino - Philippines",16.5394,121.5636,Saguday,Philippines
"Firminy, Auvergne-Rhône-Alpes - France",45.3889,4.2878,Firminy,France
"Pānchgrām, West Bengal - India",24.1996,88.0077,Pānchgrām,India
"Fairview Park, Ohio - United States",41.4419,-81.853,Fairview Park,United States
"Kusa, Chelyabinskaya Oblast’ - Russia",55.35,59.45,Kusa,Russia
"Ipaba, Minas Gerais - Brazil",-19.3833,-42.4167,Ipaba,Brazil
"Figline Valdarno, Tuscany - Italy",43.6167,11.4667,Figline Valdarno,Italy
"Graham, North Carolina - United States",36.0589,-79.3894,Graham,United States
"Frederikssund, Hovedstaden - Denmark",55.8333,12.0666,Frederikssund,Denmark
"Regeneração, Piauí - Brazil",-6.2378,-42.6878,Regeneração,Brazil
"Sallanches, Auvergne-Rhône-Alpes - France",45.9372,6.6328,Sallanches,France
"Beckley, West Virginia - United States",37.7877,-81.1841,Beckley,United States
"Peso da Régua, Vila Real - Portugal",41.1653,-7.7764,Peso da Régua,Portugal
"Banovići, Bosnia and Herzegovina, Federation of - Bosnia and Herzegovina",44.4,18.5333,Banovići,Bosnia and Herzegovina
"Correntes, Pernambuco - Brazil",-9.1289,-36.33,Correntes,Brazil
"Giria, West Bengal - India",24.5167,88.0767,Giria,India
"Sa‘ādat Shahr, Fārs - Iran",30.0772,53.1328,Sa‘ādat Shahr,Iran
"Marsabit, Marsabit - Kenya",2.3333,37.9833,Marsabit,Kenya
"Pouso Redondo, Santa Catarina - Brazil",-27.2578,-49.9339,Pouso Redondo,Brazil
"Ejea de los Caballeros, Aragon - Spain",42.1292,-1.1372,Ejea de los Caballeros,Spain
"Manassas Park, Virginia - United States",38.7709,-77.4429,Manassas Park,United States
"Wādī Ḩalfā’, Northern - Sudan",21.8,31.35,Wādī Ḩalfā’,Sudan
"Barrington, Rhode Island - United States",41.7443,-71.3145,Barrington,United States
"Ilaka Atsinanana, Toamasina - Madagascar",-19.5531,48.8408,Ilaka Atsinanana,Madagascar
"Easton, Maryland - United States",38.776,-76.0701,Easton,United States
"Ban Phe, Rayong - Thailand",12.6287,101.4399,Ban Phe,Thailand
"Wang Tau Hom, Hong Kong - Hong Kong",22.3408,114.1871,Wang Tau Hom,Hong Kong
"South Hadley, Massachusetts - United States",42.2567,-72.5793,South Hadley,United States
"Péruwelz, Wallonia - Belgium",50.5167,3.5833,Péruwelz,Belgium
"Damous, Chlef - Algeria",36.55,1.7,Damous,Algeria
"Kaukauna, Wisconsin - United States",44.2773,-88.2641,Kaukauna,United States
"San Bernardino, Suchitepéquez - Guatemala",14.5333,-91.45,San Bernardino,Guatemala
"Groves, Texas - United States",29.9457,-93.9164,Groves,United States
"Kutiyāna, Gujarāt - India",21.63,69.98,Kutiyāna,India
"Manaquiri, Amazonas - Brazil",-3.4281,-60.4594,Manaquiri,Brazil
"Shoufeng, Hualien - Taiwan",23.8667,121.5167,Shoufeng,Taiwan
"Ignacio de la Llave, Veracruz - Mexico",18.6618,-95.9721,Ignacio de la Llave,Mexico
"Nova Pazova, Serbia - Serbia",44.95,20.2167,Nova Pazova,Serbia
"Bülbülə, Bakı - Azerbaijan",40.4342,49.9758,Bülbülə,Azerbaijan
"Yizhu, Chiayi - Taiwan",23.3565,120.2235,Yizhu,Taiwan
"Tagounite, Drâa-Tafilalet - Morocco",29.9585,-5.9151,Tagounite,Morocco
"Dilasag, Aurora - Philippines",16.4,122.22,Dilasag,Philippines
"Gīnīr, Oromīya - Ethiopia",7.1333,40.7,Gīnīr,Ethiopia
"Taxtako‘pir, Qoraqalpog‘iston - Uzbekistan",43.0225,60.2886,Taxtako‘pir,Uzbekistan
"Xintangcun, Guangdong - China",23.9423,116.7865,Xintangcun,China
"Pottasshēri, Kerala - India",10.995,76.5053,Pottasshēri,India
"Mosbrough, Sheffield - United Kingdom",53.325,-1.362,Mosbrough,United Kingdom
"Santa Magdalena, Sorsogon - Philippines",12.6489,124.1083,Santa Magdalena,Philippines
"Braunau am Inn, Oberösterreich - Austria",48.2583,13.035,Braunau am Inn,Austria
"Kolaccheri, Kerala - India",11.9737,75.4083,Kolaccheri,India
"Melfi, Basilicata - Italy",41.0,15.65,Melfi,Italy
"Oswego, New York - United States",43.4516,-76.5005,Oswego,United States
"Estelle, Louisiana - United States",29.8447,-90.1021,Estelle,United States
"Mata Roma, Maranhão - Brazil",-3.6167,-43.1167,Mata Roma,Brazil
"San Esteban, Valparaíso - Chile",-32.7992,-70.5803,San Esteban,Chile
"Tādigadapa, Andhra Pradesh - India",16.4713,80.697,Tādigadapa,India
"Chandia, Madhya Pradesh - India",23.6565,80.7091,Chandia,India
"Lake St. Louis, Missouri - United States",38.7846,-90.7886,Lake St. Louis,United States
"Stockelsdorf, Schleswig-Holstein - Germany",53.8833,10.65,Stockelsdorf,Germany
"Tolūprpatti, Tamil Nādu - India",11.0244,78.3134,Tolūprpatti,India
"Safety Harbor, Florida - United States",28.008,-82.6964,Safety Harbor,United States
"Laç, Lezhë - Albania",41.6353,19.7131,Laç,Albania
"Eutin, Schleswig-Holstein - Germany",54.1378,10.6181,Eutin,Germany
"Elias Fausto, São Paulo - Brazil",-23.0428,-47.3739,Elias Fausto,Brazil
"Usmānpur, Jhārkhand - India",24.7367,87.8676,Usmānpur,India
"Denville, New Jersey - United States",40.889,-74.4893,Denville,United States
"El Segundo, California - United States",33.917,-118.4018,El Segundo,United States
"Peragamanna, Kerala - India",11.2139,76.127,Peragamanna,India
"Sarotar, Bihār - India",26.4291,84.7813,Sarotar,India
"Condeixa-a-Nova, Coimbra - Portugal",40.1167,-8.5,Condeixa-a-Nova,Portugal
"Zvenyhorodka, Cherkaska Oblast - Ukraine",49.0697,30.9678,Zvenyhorodka,Ukraine
"Gudipallipādu, Andhra Pradesh - India",14.4588,80.0482,Gudipallipādu,India
"San Rafael Cedros, Cuscatlán - El Salvador",13.7333,-88.8833,San Rafael Cedros,El Salvador
"Sibinal, San Marcos - Guatemala",15.1342,-92.05,Sibinal,Guatemala
"Cinnaminson, New Jersey - United States",40.0008,-74.993,Cinnaminson,United States
"Púchov, Nitra - Slovakia",49.12,18.3306,Púchov,Slovakia
"Xiulin, Hualien - Taiwan",24.2167,121.5333,Xiulin,Taiwan
"Svalyava, Zakarpatska Oblast - Ukraine",48.5472,22.9861,Svalyava,Ukraine
"Mannukara, Kerala - India",9.3,76.5333,Mannukara,India
"Āyikudi, Tamil Nādu - India",9.0032,77.3449,Āyikudi,India
"Challapalle, Andhra Pradesh - India",16.1167,80.9333,Challapalle,India
"Serra Dourada, Bahia - Brazil",-12.7608,-43.95,Serra Dourada,Brazil
"Crixás, Goiás - Brazil",-14.5333,-49.9667,Crixás,Brazil
"Guadarrama, Madrid - Spain",40.6728,-4.0889,Guadarrama,Spain
"Künzell, Hesse - Germany",50.55,9.7167,Künzell,Germany
"Māvalli, Karnātaka - India",14.1,74.4833,Māvalli,India
"Upper Grand Lagoon, Florida - United States",30.169,-85.7407,Upper Grand Lagoon,United States
"Turinsk, Sverdlovskaya Oblast’ - Russia",58.0333,63.7,Turinsk,Russia
"Cañon City, Colorado - United States",38.443,-105.2203,Cañon City,United States
"Tifton, Georgia - United States",31.4624,-83.5203,Tifton,United States
"Souto Soares, Bahia - Brazil",-12.0889,-41.6378,Souto Soares,Brazil
"Gavrilov-Yam, Yaroslavskaya Oblast’ - Russia",57.3167,39.85,Gavrilov-Yam,Russia
"Chuarrancho, Guatemala - Guatemala",14.8181,-90.5153,Chuarrancho,Guatemala
"Paulino Neves, Maranhão - Brazil",-2.7167,-42.55,Paulino Neves,Brazil
"Amfilochía, Dytikí Elláda - Greece",38.85,21.1667,Amfilochía,Greece
"Sidi Yakoub, Béni Mellal-Khénifra - Morocco",31.6667,-7.0667,Sidi Yakoub,Morocco
"Tortum, Erzurum - Turkey",40.2981,41.6325,Tortum,Turkey
"Condeúba, Bahia - Brazil",-14.8833,-41.9833,Condeúba,Brazil
"Ramnagar, West Bengal - India",22.3245,88.494,Ramnagar,India
"Saint-Basile-le-Grand, Quebec - Canada",45.5333,-73.2833,Saint-Basile-le-Grand,Canada
"Kafr Zaytā, Ḩamāh - Syria",35.3736,36.6017,Kafr Zaytā,Syria
"Itarantim, Bahia - Brazil",-15.65,-40.05,Itarantim,Brazil
"La Garriga, Catalonia - Spain",41.6833,2.2833,La Garriga,Spain
"West Hempfield, Pennsylvania - United States",40.0564,-76.4632,West Hempfield,United States
"Kibungan, Benguet - Philippines",16.6939,120.6539,Kibungan,Philippines
"Ruhango, Southern Province - Rwanda",-2.2325,29.7803,Ruhango,Rwanda
"Canovellas, Catalonia - Spain",41.6203,2.2847,Canovellas,Spain
"Porteiras, Ceará - Brazil",-7.535,-39.1178,Porteiras,Brazil
"Guernica y Luno, Basque Country - Spain",43.3167,-2.6667,Guernica y Luno,Spain
"Cáqueza, Cundinamarca - Colombia",4.4053,-73.9478,Cáqueza,Colombia
"Ilhota, Santa Catarina - Brazil",-26.9,-48.8667,Ilhota,Brazil
"Knemis Dades, Drâa-Tafilalet - Morocco",31.309,-6.028,Knemis Dades,Morocco
"Cheraro, Tigray - Ethiopia",14.3958,37.7731,Cheraro,Ethiopia
"Terre Neuve, Artibonite - Haiti",19.6,-72.7833,Terre Neuve,Haiti
"Massapequa Park, New York - United States",40.6817,-73.4496,Massapequa Park,United States
"Kelheim, Bavaria - Germany",48.9167,11.8667,Kelheim,Germany
"Lons-le-Saunier, Bourgogne-Franche-Comté - France",46.6753,5.5544,Lons-le-Saunier,France
"Pernamitta, Andhra Pradesh - India",15.5333,80.0,Pernamitta,India
"Norwalk, Ohio - United States",41.2443,-82.6088,Norwalk,United States
"Carlentini, Sicilia - Italy",37.2833,15.0167,Carlentini,Italy
"Kitanakagusuku, Okinawa - Japan",26.3011,127.7931,Kitanakagusuku,Japan
"Grójec, Mazowieckie - Poland",51.8656,20.8675,Grójec,Poland
"Bristol, Virginia - United States",36.6181,-82.1604,Bristol,United States
"Gennep, Limburg - Netherlands",51.7,5.9667,Gennep,Netherlands
"Ribeirópolis, Sergipe - Brazil",-10.5389,-37.4361,Ribeirópolis,Brazil
"San Miguelito, Río San Juan - Nicaragua",11.4,-84.9,San Miguelito,Nicaragua
"Menzelinsk, Tatarstan - Russia",55.7333,53.1167,Menzelinsk,Russia
"Santa María, Catamarca - Argentina",-26.6833,-66.0333,Santa María,Argentina
"Arıcak, Elazığ - Turkey",38.5644,40.1339,Arıcak,Turkey
"Gachancipá, Cundinamarca - Colombia",4.9908,-73.8731,Gachancipá,Colombia
"Addison, Texas - United States",32.959,-96.8355,Addison,United States
"Sinsina, Sikasso - Mali",12.3517,-5.4417,Sinsina,Mali
"Pokrov, Vladimirskaya Oblast’ - Russia",55.9117,39.1847,Pokrov,Russia
"Bellingham, Massachusetts - United States",42.0777,-71.4741,Bellingham,United States
"Tsararivotra, Antananarivo - Madagascar",-19.1714,47.55,Tsararivotra,Madagascar
"Albal, Valencia - Spain",39.3972,-0.4156,Albal,Spain
"Milledgeville, Georgia - United States",33.0874,-83.2414,Milledgeville,United States
"Rubeho, Morogoro - Tanzania",-6.2578,36.8653,Rubeho,Tanzania
"São Simão, Goiás - Brazil",-18.9908,-50.5439,São Simão,Brazil
"Piranga, Minas Gerais - Brazil",-20.6833,-43.3,Piranga,Brazil
"Xinying, Gansu - China",35.706,104.1824,Xinying,China
"Huntington, Indiana - United States",40.881,-85.5063,Huntington,United States
"Wadgassen, Saarland - Germany",49.2667,6.7667,Wadgassen,Germany
"Heysham, Lancashire - United Kingdom",54.046,-2.894,Heysham,United Kingdom
"Nāyakanhatti, Karnātaka - India",14.4644,76.5451,Nāyakanhatti,India
"Hinode, Tōkyō - Japan",35.7421,139.2546,Hinode,Japan
"Cariús, Ceará - Brazil",-6.5333,-39.5,Cariús,Brazil
"Kamenz, Saxony - Germany",51.2667,14.1,Kamenz,Germany
"Port Washington, New York - United States",40.8268,-73.6765,Port Washington,United States
"Karratha, Western Australia - Australia",-20.7364,116.8464,Karratha,Australia
"Macatuba, São Paulo - Brazil",-22.5022,-48.7114,Macatuba,Brazil
"Sītāmau, Madhya Pradesh - India",24.0147,75.3532,Sītāmau,India
"Springfield, New Jersey - United States",40.6994,-74.3254,Springfield,United States
"Middletown, Rhode Island - United States",41.5175,-71.2769,Middletown,United States
"Peñamiller, Querétaro - Mexico",21.0519,-99.815,Peñamiller,Mexico
"Juazeirinho, Paraíba - Brazil",-7.0678,-36.5778,Juazeirinho,Brazil
"Avitanallur, Kerala - India",11.5002,75.8059,Avitanallur,India
"Wixom, Michigan - United States",42.5243,-83.5346,Wixom,United States
"Upper Gwynedd, Pennsylvania - United States",40.2144,-75.2891,Upper Gwynedd,United States
"Pendleton, Oregon - United States",45.6757,-118.8201,Pendleton,United States
"Brasnorte, Mato Grosso - Brazil",-12.155,-57.9789,Brasnorte,Brazil
"Saint-Cyr-sur-Loire, Centre-Val de Loire - France",47.399,0.6673,Saint-Cyr-sur-Loire,France
"Hannibal, Missouri - United States",39.7098,-91.3939,Hannibal,United States
"Abington, Massachusetts - United States",42.118,-70.959,Abington,United States
"Baaqlîne, Mont-Liban - Lebanon",33.6797,35.5583,Baaqlîne,Lebanon
"Marosangy, Fianarantsoa - Madagascar",-21.0,48.3,Marosangy,Madagascar
"Tolongoina, Fianarantsoa - Madagascar",-21.55,47.5167,Tolongoina,Madagascar
"Etrotroka, Fianarantsoa - Madagascar",-22.8833,47.6,Etrotroka,Madagascar
"Ilakatra, Fianarantsoa - Madagascar",-22.35,47.6667,Ilakatra,Madagascar
"Ambila, Fianarantsoa - Madagascar",-21.9833,47.95,Ambila,Madagascar
"Marofoty, Toliara - Madagascar",-22.9333,43.5667,Marofoty,Madagascar
"Ambohitrolomahitsy, Antananarivo - Madagascar",-18.7,47.6833,Ambohitrolomahitsy,Madagascar
"Lazarivo, Toliara - Madagascar",-23.9,44.95,Lazarivo,Madagascar
"Milanoa, Antsiranana - Madagascar",-13.5833,49.7833,Milanoa,Madagascar
"Isoanala, Toliara - Madagascar",-23.8333,45.7167,Isoanala,Madagascar
"Amboanjo, Fianarantsoa - Madagascar",-22.0,47.85,Amboanjo,Madagascar
"Befotaka, Mahajanga - Madagascar",-14.5333,48.0167,Befotaka,Madagascar
"Tsarahonenana, Mahajanga - Madagascar",-15.4833,48.4833,Tsarahonenana,Madagascar
"Antanimora Atsinanana, Toliara - Madagascar",-24.8167,45.6667,Antanimora Atsinanana,Madagascar
"Ankarongana, Mahajanga - Madagascar",-15.4167,48.9167,Ankarongana,Madagascar
"Ambondromisotra, Fianarantsoa - Madagascar",-20.3333,46.9167,Ambondromisotra,Madagascar
"Ambohitsimanova, Antananarivo - Madagascar",-19.95,47.1167,Ambohitsimanova,Madagascar
"Anosivelo, Fianarantsoa - Madagascar",-22.7333,47.7667,Anosivelo,Madagascar
"Manombo Atsimo, Toliara - Madagascar",-22.95,43.4667,Manombo Atsimo,Madagascar
"Sahamadio, Fianarantsoa - Madagascar (-20.3, 47.4)",-20.3,47.4,Sahamadio,Madagascar
"Anosibe-Ifanja, Antananarivo - Madagascar",-18.8667,46.75,Anosibe-Ifanja,Madagascar
"Beahitse, Toliara - Madagascar",-24.1667,44.4333,Beahitse,Madagascar
"Antsahavaribe, Antsiranana - Madagascar (-13.9833, 49.6167)",-13.9833,49.6167,Antsahavaribe,Madagascar
"Ambohipihaonana, Antananarivo - Madagascar",-19.4333,47.4167,Ambohipihaonana,Madagascar
"Mandritsara, Mahajanga - Madagascar",-15.8333,48.8167,Mandritsara,Madagascar
"Ambolidibe Atsinanana, Mahajanga - Madagascar",-15.1,48.8,Ambolidibe Atsinanana,Madagascar
"Sadabe, Antananarivo - Madagascar",-18.6333,47.7,Sadabe,Madagascar
"Dzitbalché, Campeche - Mexico",20.3167,-90.05,Dzitbalché,Mexico
"Ghonchí, Sughd - Tajikistan",39.9589,69.1369,Ghonchí,Tajikistan
"Yangi Mirishkor, Qashqadaryo - Uzbekistan",38.8514,65.2778,Yangi Mirishkor,Uzbekistan
"Jāyal, Rājasthān - India",27.2167,74.1833,Jāyal,India
"Matauna, Bihār - India",26.6699,85.487,Matauna,India
"Aḑ Ḑulū‘īyah, Şalāḩ ad Dīn - Iraq",34.05,44.2,Aḑ Ḑulū‘īyah,Iraq
"Santo Antônio do Leverger, Mato Grosso - Brazil",-15.8658,-56.0769,Santo Antônio do Leverger,Brazil
"Hindarx, Ağcabədi - Azerbaijan",40.07,47.2047,Hindarx,Azerbaijan
"Alauli, Bihār - India",25.644,86.4065,Alauli,India
"Saint-Égrève, Auvergne-Rhône-Alpes - France",45.2325,5.6836,Saint-Égrève,France
"Peraía, Kentrikí Makedonía - Greece",40.5,22.925,Peraía,Greece
"Naula, Bihār - India",25.5535,86.0636,Naula,India
"Santo Tomás de Jánico, Cibao Norte - Dominican Republic",19.4,-70.8,Santo Tomás de Jánico,Dominican Republic
"Kakraul, Bihār - India",26.362,86.0139,Kakraul,India
"Tomas Oppus, Southern Leyte - Philippines",10.25,124.98,Tomas Oppus,Philippines
"Itajobi, São Paulo - Brazil",-21.3178,-49.0539,Itajobi,Brazil
"Ban Rawai, Phuket - Thailand",7.7707,98.3185,Ban Rawai,Thailand
"Ambalavayal, Tamil Nādu - India",11.619,76.2102,Ambalavayal,India
"Analanampotsy, Toamasina - Madagascar",-17.1667,49.4833,Analanampotsy,Madagascar
